unadi_id	sutra_deva	sutra_slp1	pratyay_deva	pratyay_slp1	sk_commentary	sutra_ref
3050	भुवो झिच्	Buvo Jic	झिच्	Jic	भवन्तिर्वर्तमानकालः । बहुलकादवेश्च । अवन्तिः । वदेर्वदन्तिः । किंवदन्ती जनश्रुतिः ।	
3051	कन्युच्क्षिपेश्च	kanyuckzipeSca	कन्युच्	kanyuc	चाद्भुवः । क्षिपण्युर्वसन्त इत्युज्ज्वलदत्तः । भवन्युः स्वामिसूर्ययोः ।	
3052	अनुङ्नदेश्च	anuNnadeSca	अनुङ्	anuN	चात्क्षिपेः । नदनुर्मेघः । क्षिपणुर्वातः ।	
3053	कॄवृदारिभ्य उनन्	kFvfdAriBya unan	उनन्	unan	करुणो वृक्षभेदः स्यात्करुणा च कृपा मता । वरुणः । दारुणम् ।	
3054	त्रो रश्च लो वा	tro raSca lo vA	उनन्	unan	तरुणस्तलुनो युवा ।	
3055	क्षुधिपिशिमिथिभ्यः कित्	kzuDipiSimiTiByaH kit	उनन्	unan	क्षुधुनो म्लेच्छजातिः । पिशुनः । मिथुनम् ।	
3056	फलेर्गुक् च	Palerguk ca	उनन्	unan	फल्गुनः पार्थः । प्रज्ञाद्यण् । फाल्गुनः ।	
3057	अशेर्लशश्च	aSerlaSaSca	उनन्	unan	लशुनम् ।	
3058	अर्जेर्णिलुक् च	arjerRiluk ca	उनन्	unan	अर्जुनः ।	
3059	तृणाख्यायां चित्	tfRAKyAyAM cit	उनन्	unan	चित्त्वादन्तोदात्तः । अर्जुनं तृणम् ।	
3060	अर्तेश्च	arteSca	उनन्	unan	अरुणः ।	
3061	अजियमिशीङ्भ्यश्च	ajiyamiSINByaSca	उनन्	unan	वयुनं देवमन्दिरम् । यमुना । शयुनोऽजगरः ।	
3062	वॄतॄवदिहनिकमिकशिभ्यः सः	vFtFvadihanikamikaSiByaH saH	स	sa	वर्सः । तर्सः प्लवसमुद्रयोः । वत्सः । वत्सम् । वक्षः । हंसः । कंसोऽस्त्री पानभाजनम् । कक्षं नक्षत्रम् ।	
3063	प्लुषेरच्चोपधायाः	pluzeraccopaDAyAH	स	sa	प्लक्षः ।	
3064	मनेर्दीर्घश्च	manerdIrGaSca	स	sa	मांसम् ।	
3065	अशेर्देवने	aSerdevane	स	sa	अक्षः ।	
3066	स्नुव्रश्चिकृत्यृषिभ्यः कित्	snuvraScikftyfziByaH kit	स	sa	स्नुषा । वृक्षः । कुत्समुदकम् । ऋक्षं नक्षत्रम् ।	
3067	ऋषेर्जातौ	fzerjAtO	स	sa	ऋक्षोऽद्रिभेदे भल्लूके इति च ।	
3068	उन्दिगुथिकुषिभ्यश्च	undiguTikuziByaSca	स	sa	उत्सः प्रस्रवणम् । गुत्सः स्तबकः । उक्षो जठरम् ।	
3069	गृधिपण्योर्दकौ च	gfDipaRyordakO ca	स	sa	गुत्सः कामदेवः । पक्षः ।	
3070	अशेः सरः	aSeH saraH	सर	sara	अक्षरम् ।	
3071	वसेश्च	vaseSca	सर	sara	वत्सरः ।	
3072	सपूर्वाच्चित्	sapUrvAccit	सर	sara	संवत्सरः ।	
3073	कृधूमधिभ्यः कित्	kfDUmaDiByaH kit	सर	sara	बाहुलकान्न षत्वम् । कृसरः स्यात्तिलौदनम् । धूसरः । मत्सरः । मत्सरा मक्षिका ज्ञेया भम्भराली च सा मता ।	
3074	पते रश्च लः	pate raSca laH	सर	sara	पत्सलः पन्थाः ।	
3075	तन्यृषिभ्यां क्सरन्	tanyfziByAM ksaran	क्सरन्	ksaran	तसरः सूत्रवेष्टने । ऋक्षरः ऋत्विक् ।	
3076	पीयुक्कणिभ्यां कालन् ह्रस्वः संप्रसारणं च	pIyukkaRiByAM kAlan hrasvaH saMprasAraRaM ca	कालन्	kAlan	पीयुः सौत्रः । पियालो वृक्षभेदः । कुणालो देशभेदः ।	
3077	कटिकुषिभ्यां काकुः	kawikuziByAM kAkuH	काकु	kAku	कटाकुः पक्षी । कुषाकुरग्निः सूर्यश्च ।	
3078	सर्तेर्दुक् च	sarterduk ca	काकु	kAku	सृदाकुर्वातसरितोः ।	
3079	वृतेर्वृद्धिश्च	vftervfdDiSca	काकु	kAku	वार्ताकुः । बाहुलकादुकारस्य अत्वम् । वार्ताकम् ।	
3080	पर्देर्नित्संप्रसारणमल्लोपश्च	pardernitsaMprasAraRamallopaSca	काकु	kAku	पृदाकुर्वृश्चिके व्याघ्रे चित्रके च सरीसृपे ।	
3081	सृयुवचिभ्योऽन्युजागूजक्नुचः	sfyuvaciByonyujAgUjaknucaH	अन्युच्, आगूच्, अक्नुच्	anyuc, AgUc, aknuc	अन्युच् आगूच् अक्नुच् एते क्रमात्स्युः सरण्युर्मेघवातयोः । यवागूः । वचक्नुर्विप्रवाग्मिनोः ।	
3082	आनकः शीङ्भियः	AnakaH SINBiyaH	आनक	Anaka	शयानकोऽजगरः । भयानकः ।	
3083	आणको लुधुशिघिधाञ्भ्यः	ARako luDuSiGiDAYByaH	आणक	ARaka	लवाणकं दात्रम् । धवानको वातः । शिङ्घाणकः श्लेष्मा । पृषोदरादित्वात्पक्षे कलोपः । शिङ्घाणं नासिकामले । धाणको दीनारभागः ।	
3084	उल्मुकदर्विहोमिनः	ulmukadarvihominaH	मुक्, अवि, मिन्	muk, avi, min	उष दाहे । षस्य लः मुकप्रत्ययश्च । उल्मुकं ज्वलदङ्गारम् । दृणातेर्विः । दर्विः । जुहोतेर्मिनिः । होमी ।	
3085	ह्रियः कुक् रश्च लो वा	hriyaH kuk raSca lo vA	कुक्	kuk	ह्राकुः । ह्रीकुर्लज्जावान् ।	
3086	हसिमृग्रिणवाऽमिदमिलूपूधुर्विभ्यस्तन्	hasimfgriRavAmidamilUpUDurviByastan	तन्	tan	दशभ्यस्तन् स्यात् । [[7.2.9]] <<तितुत्र ...>> इति नेट् । हस्तः । मर्तः । गर्तः । एतः कुर्बरः । वातः । दन्तः । अन्तः । लोतः स्यादश्रुचिह्नयोः । पोतो बालवहित्रयोः । धूर्तः । बाहुलकात्तु सेर्दीर्घश्च । तूस्तं पापं । धूलिर्जटा च ।	
3087	नञ्याप इट् च	naYyApa iw ca	तन्	tan	नापितः ।	
3088	तनिमृङ्भ्यां किच्च	tanimfNByAM kicca	तन्	tan	ततम् । मृतम् ।	
3089	अञ्जिघृसिभ्यः क्तः	aYjiGfsiByaH ktaH	क्त	kta	अक्तम् । घृतम् । सितम् ।	
3090	दुतनिभ्यां दीर्घश्च	dutaniByAM dIrGaSca	क्त	kta	दूतः । तातः ।	
3091	जेर्मुट् चोदात्तः	jermuw codAttaH	क्त	kta	जीमूतः ।	
3092	लोष्टपलितौ	lozwapalitO	क्त	kta	लुनातेः क्तः तस्य सुट् धातोर्गुणः । लोष्टम् । पलितम् ।	
3093	हृश्याभ्यामितन्	hfSyAByAmitan	इतन्	itan	हरितश्येतौ वर्णभेदौ ।	
3094	रुहे रश्च लो वा	ruhe raSca lo vA	इतन्	itan	रोहितो मृगमत्स्ययोः । लोहितं रक्तम् ।	
3095	पिशेः किच्च	piSeH kicca	इतन्	itan	पिशितं मांसम् ।	
3096	श्रुदक्षिस्पृहिगृहिभ्य आय्यः	SrudakzispfhigfhiBya AyyaH	आय्य	Ayya	श्रवाय्यो यज्ञपशुः । दक्षाय्यो गरुडो गृध्रश्च । स्पृहयाय्यः । गृहयाय्यो गृहस्वामी ।	
3097	दिधिषाय्यः	diDizAyyaH	आय्य	Ayya	दधातेर्द्वित्वमित्वं षुक् च । मित्र इव यो दिधिषाय्यः ।	
3098	वृञ एण्यः	vfYa eRyaH	एण्य	eRya	वरेण्यः ।	
3099	स्तुवः क्सेय्यश्छन्दसि	stuvaH kseyyaSCandasi	क्सेय्य	kseyya	स्तुषेय्यं पुरुवर्पसम् ।	
3100	राजेरन्यः	rAjeranyaH	अन्य	anya	राजन्यो वह्निः ।	
3101	शॄरम्योश्च	SFramyoSca	अन्य	anya	शरण्यम् । रमण्यम् ।	
3102	अर्तेर्निच्च	arternicca	अन्य	anya	अरण्यम् ।	
3103	पर्जन्यः	parjanyaH	अन्य	anya	पृषु सेचने । षस्य जः । पर्जन्यः शक्रमेघयोः ।	
3104	वदेरान्यः	vaderAnyaH	आन्य	Anya	वदान्यस्त्यागिवाग्मिनोः ।	
3105	अमिनक्षियजिवधिपतिभ्योऽत्रन्	aminakziyajivaDipatiByotran	अत्रन्	atran	अमत्रं भाजनम् । नक्षत्रम् । यजत्रः । वधत्रमायुधम् । पतत्रं च तनूरुहम् ।	
3106	गडेरादेश्च कः	gaqerAdeSca kaH	अत्रन्	atran	कडत्रम् । डलयोरेकत्वस्मरणात् कलत्रम् ।	
3107	वृञश्चित्	vfYaScit	अत्रन्	atran	वरत्रा चर्ममयी रज्जुः ।	
3108	सुविदेः कत्रः	suvideH katraH	कत्र	katra	सुविदत्रं कुटुम्बकम् ।	
3109	कृतेर्नुम् च	kfternum ca	कत्र	katra	कृन्तत्रं लाङ्लम् ।	
3110	भृमृदृशियजिपर्विपच्यमितमिनमिहर्येभ्योऽतच्	BfmfdfSiyajiparvipacyamitaminamiharyeByotac	अतच्	atac	दशभ्योऽतच्स्यात् । भरतः । मनतो मृत्युः । दर्शत सोमसूर्ययोः । यजतः ऋत्विक् । पर्वतः । पचतोऽग्निः । अमतो रोगः । तमतस्तृष्णापरः । नमतः प्रह्णः । हर्यतोऽश्वः ।	
3111	पृषिरञ्जिभ्यां कित्	pfziraYjiByAM kit	अतच्	atac	पृषतो मृगो बिन्दुश्च । रजतम् ।	
3112	खलतिः	KalatiH	अतच्	atac	खलतेः सलोपः अतच्प्रत्ययान्तस्य इत्वं च । खलतिर्निष्केशशिराः ।	
3113	शीङ्शपिरुगमिवञ्चिजीविप्राणिभ्योऽथः	SINSapirugamivaYcijIviprARiByoTaH	अथ	aTa	सप्तभ्योऽथः स्यात् । शयथोऽजगरः । शपथः । रवथः कोकिलः । गमथः पथिकः पन्थाश्च । वञ्चथो धूर्तः । वन्दीति पाठे वन्द्यते वा वन्दथः स्तोता स्तुत्यश्च । जीवथ आयुष्मान् । प्राणथो बलवान् । बाहुलकाच्छमिदमिभ्याम् । शमथस्तु शमः शान्तिर्दान्तिस्तु दमथो दमः ।	
3114	भृञश्चित्	BfYaScit	अथ	aTa	भरथो लोकपालः ।	
3115	रुदिविदिभ्यां ङित्	rudividiByAM Nit	अथ	aTa	रोदितीति रुदथः शिशुः । वेत्तीति विदथः ।	
3116	उपसर्गे वसेः	upasarge vaseH	अथ	aTa	आवसथो गृहम् । संवसथो ग्रामः ।	
3117	अत्यविचमितमिरभिलभिनभितपिपतिपनिपणिमहिभ्योऽसच्	atyavicamitamiraBilaBinaBitapipatipanipaRimahiByosac	असच्	asac	त्रयोदशभ्योऽसच् स्यात् । अततीत्यतसो वायुरात्मा च । अवतीत्यवसो राजा भानुश्च । चमत्यस्मिन् चमसः सोमपानपात्रम् । ताम्यत्यस्मिन् तमसोऽन्धकारः । नमसः अनुकूलः । रभसो वेगहर्षयोः । लभसो धनं याचकश्च । नभति नभ्यति वा नभस आकाशः । तपसः पक्षी चन्द्रश्च । पतसः पक्षी । पनसः कन्टकिफलः । पणसः पण्यद्रव्यम् । महसं ज्ञानम् ।	
3118	वेञस्तुट् च	veYastuw ca	असच्	asac	बाहुलकादात्वाभावः । वेतसः ।	
3119	वहियुभ्यां णित्	vahiyuByAM Rit	असच्	asac	वाहसोऽजगरः । यावसस्तृणसङ्घातः ।	
3120	वयश्च	vayaSca	असच्	asac	वय गतौ । वायसः काकः ।	
3121	दिवः कित्	divaH kit	असच्	asac	दिवसम् । दिवसः ।	
3122	कॄशॄशलिकलिगर्दिभ्योऽभच्	kFSFSalikaligardiByoBac	अभच्	aBac	करभः । शरभः । शलभः । कलभः । गर्दभः ।	
3123	ऋषिवृषिभ्यां कित्	fzivfziByAM kit	अभच्	aBac	ऋषभः । वृषभः ।	
3124	रुषेर्निलुष् च	ruzerniluz ca	अभच्	aBac	रुष हिंसायाम् । अस्मादभच् नित्कित्स्यात लुषादेशश्च । लुषभो मत्तदन्तिनि ।	
3125	रासिवल्लिभ्यां च	rAsivalliByAM ca	अभच्	aBac	रासभः । वल्लभः ।	
3126	जॄविशिभ्यां झच्	jFviSiByAM Jac	झच्	Jac	जरन्तो महिषः । वेशन्तः पल्वलम् ।	
3127	रुहिनन्दिजीविप्राणिभ्यः षिदाशिषि	ruhinandijIviprARiByaH zidASizi	झच्	Jac	रोहन्तो वृक्षभेदः । नन्दन्तः पुत्रः । जीवन्त औषधम् । प्राणन्तो वायुः । षित्वान्ङीष् । रोहन्ती ।	
3128	तॄभूवहिवसिभासिसाधिगडिमण्डिजिनन्दिभ्यश्च	tFBUvahivasiBAsisADigaqimaRqijinandiByaSca	झच्	Jac	दशभ्यो झच् स्यात्स च षित् । तरन्तः समुद्रः । तरन्ती नौक । भवन्तः कालः । वहन्तो वायुः । वसन्तः ऋतुः । भासन्तः सूर्यः । साधन्तो भिक्षुः । गडेर्घटादित्वान्मित्त्वं ह्रस्वः । [[6.4.55]] <<अयामन्ता...>> इति णेरयः । गण्डयन्तो जलदः । मण्डयन्तो भूषणम् । जयन्तः शक्रपुत्रः । नन्दयन्तो नन्दकः ।	
3129	हन्तेर्मुट् हि च	hantermuw hi ca	झच्	Jac	हेमन्तः ।	
3130	भन्देर्नलोपश्च	BandernalopaSca	झच्	Jac	भदन्तः प्रव्रजितः ।	
3131	ऋच्छेररः	fcCeraraH	अर	ara	ऋच्छरा वेश्या । बाहुलकाज्जर्जरझर्झरादयः ।	
3132	अर्तिकमिभ्रमिचमिदेविवासिभ्यश्चित्	artikamiBramicamidevivAsiByaScit	अर	ara	षड्भ्योऽरश्चित् स्यात् । अररं कपाटम् । कमरः कामुकः । भ्रमरः । चमरः । देवरः । वासरः ।	
3133	कुवः क्ररन्	kuvaH kraran	क्ररन्	kraran	कुररः पक्षिभेदः ।	
3134	अङ्गिमदिमन्दिभ्य आरन्	aNgimadimandiBya Aran	आरन्	Aran	अङ्गारः । मदारो वराहः । मन्दारः ।	
3135	गडेः कड च	gaqeH kaqa ca	आरन्	Aran	कडारः ।	
3136	शृङ्गारभृङ्गारौ	SfNgAraBfNgArO	आरन्	Aran	शॄभृञ्भ्यामारन्नुम् गुक् ह्रस्वश्च । शृङ्गारो रसः । भृङ्गारः कनकालुका ।	
3137	कञ्जिमृजिभ्यां चित्	kaYjimfjiByAM cit	आरन्	Aran	कञ्जिः सौत्रो धातुः । कञ्जारो मयूरः । मार्जारः ।	
3138	कमेः किदुच्चोपधायाः	kameH kiduccopaDAyAH	आरन्	Aran	चिदित्यनुवृत्तेरन्तोदात्तः । कुमारः ।	
3139	तुषारादयश्च	tuzArAdayaSca	आरन्	Aran	तुषारः । कासारः । सहार आम्रभेदः ।	
3140	दीङो नुट् च	dINo nuw ca	आरन्	Aran	दीनारः सुवर्णाभरणम् ।	
3141	सर्तेरपः षुक् च	sarterapaH zuk ca	अप	apa	सर्षपः ।	
3142	उषिकुटिदलिकचिखजिभ्यः कपन्	uzikuwidalikaciKajiByaH kapan	कपन्	kapan	उषपो वह्निसूर्ययोः । कुटपो मानभाण्डम् । दलपः प्रहरणम् । कचपं शाकपत्रम् । खजपं घृतम् ।	
3143	क्वणेः संप्रसारणं च	kvaReH saMprasAraRaM ca	कपन्	kapan	कुणपम् ।	
3144	कपश्चाक्रवर्मणस्य	kapaScAkravarmaRasya	कप	kapa	स्वरे भेदः ।	
3145	विटपपिष्टपविशिपोलपाः	viwapapizwapaviSipolapAH	कप	kapa	चत्वारोऽमी कपन् प्रत्ययान्ताः । विट शब्दे । विटपः । विशतेरादेः पः । प्रत्ययस्य तुट् । षत्वम् । पिष्टपं भुवनम् । विशतेः प्रत्ययादेरित्वम् । विशिपं मन्दिरम् । वलतेः संप्रसारणम् । उलपं कोमलं तृणम् ।	
3146	वृतेस्तिकन्	vftestikan	तिकन्	tikan	वर्तिका ।	
3147	कृतिभिदिलतिभ्यः कित्	kftiBidilatiByaH kit	तिकन्	tikan	कृत्तिका भित्तिका भित्तिः । लत्तिका गोधा ।	
3148	इष्यशिभ्यां तकन्	izyaSiByAM takan	तकन्	takan	इष्टका । अष्टका ।	
3149	इणस्तशन्तशसुनौ	iRastaSantaSasunO	तशन्, तशसुन्	taSan, taSasun	एतशो ब्राह्मणः । स एव एतशाः ।	
3150	वीपतिभ्यां तनन्	vIpatiByAM tanan	तनन्	tanan	वी गत्यादौ । वेतनम् । पत्तनम् ।	
3151	दॄदलिभ्यां भः	dFdaliByAM BaH	भ	Ba	दर्भः । ’दल्भः स्यादृषिचक्रयोः’ ।	
3152	अर्तिगॄभ्यां भन्	artigFByAM Ban	भन्	Ban	अर्भः । गर्भः ।	
3153	इणः कित्	iRaH kit	भन्	Ban	इभः ।	
3154	असिसञ्जिभ्यां क्थिन्	asisaYjiByAM kTin	क्थिन्	kTin	अस्थि । सक्थि ।	
3155	प्लुषिकुषिशुषिभ्यः क्सिः	pluzikuziSuziByaH ksiH	क्सि	ksi	प्लुक्षिर्वह्निः । कुक्षिः । शुक्षिर्वातः ।	
3156	अशेर्नित्	aSernit	क्सि	ksi	अक्षि ।	
3157	इषेः क्सुः	izeH ksuH	क्सु	ksu	इक्षुः ।	
3158	अवितॄस्तॄतन्त्रिभ्यः ईः	avitFstFtantriByaH IH	ई	I	अवीर्नारी रजस्वला । तरीर्नौः । स्तरीर्धूमः । तन्त्रीर्वीणादेर्गुणः ।	
3159	यापोः किद्द्वे च	yApoH kiddve ca	ई	I	ययीरश्वः । पपीः स्यात्सोमसूर्ययोः ।	
3160	लक्षेर्मुट् च	lakzermuw ca	ई	I	लक्ष्मीः	
4001	वातप्रमीः	vAtapramIH	ई	I	वातशब्दे उपपदे माधातोरीप्रत्ययः स च कित् । वातप्रमीः	
4002	ऋतन्यञ्जिवन्यञ्ज्यर्पिमद्यत्यङ्गिकुयुकृशिभ्यः कत्निच्यतुजलिजिष्ठुजिष्ठजिसन्स्यनिथिनुल्यसासानुकः	ftanyaYjivanyaYjyarpimadyatyaNgikuyukfSiByaH katnicyatujalijizWujizWajisansyaniTinulyasAsAnukaH	कत्निच्, यतुच्, अलिच्, इष्ठुच्, इष्ठच्, इसन्, स्यन्, इथिन्, उलि, अस् , आस्, आनुक्	katnic, yatuc, alic, izWuc, izWac, isan, syan, iTin, uli, as , As, Anuk	द्वादशभ्यः क्रमात्स्युः । अर्तेः कत्निच् यण् । बद्धमुष्टिः करो रत्निः सोऽरत्निः प्रसृताङ्गुलिः । तनोतेर्यतुच् । तन्यतुर्वायू रात्रिश्च । अञ्जेरलिच् । अञ्जलिः । वनेरिष्ठुच् । वनिष्ठुः स्थविरान्त्रम् । अञ्जेरिष्ठच् । अञ्जिष्ठो भानुः । अर्पयतेरिसन् । अर्पिसोऽग्रमांसम् । मदेः स्यन् । मत्स्यः । अतेरिथिन् । अतिथिः । अङ्गेरुलिः । अङ्गुलिः । कौतेरसः । कवसः । अच इत्येके । कवचम् । यौतेरासः । यवासो दुरालभा । कृशेरानुक् । कृशानुः ।	
4003	श्रः करन्	SraH karan	करन्	karan	उत्तरसूत्रे किद्ग्रहणादिह ककारस्य नेत्वम् । शर्करा ।	
4004	पुषः कित्	puzaH kit	करन्	karan	पुष्करम् ।	
4005	कलश्च	kalaSca	कल	kala	पुष्कलम् ।	
4006	गमेरिनिः	gameriniH	इनि	ini	गमिष्यतीति गमी ।	
4007	आङि णित्	ANi Rit	इनि	ini	आगामी ।	
4008	भुवश्च	BuvaSca	इनि	ini	भावी ।	
4009	प्रे स्थः	pre sTaH	इनि	ini	प्रस्थायी ।	
4010	परमे कित्	parame kit	इनि	ini	परमेष्ठी ।	
4011	मन्थः	manTaH	इनि	ini	मन्थतेरिनिः कित्स्यात् । कित्त्वान्नकारलोपः । मन्थाः मन्थानौ मन्थानः ।	
4012	पतस्थ च	patasTa ca	इनि	ini	पन्थाः । पन्थानौ ।	
4013	खजेराकः	KajerAkaH	आक	Aka	खजाकः पक्षी ।	
4014	बलाकादयश्च	balAkAdayaSca	आक	Aka	बलाका । शलाका । पताका ।	
4015	पिनाकादयश्च	pinAkAdayaSca	आक	Aka	पातेरित्वम् नुम् च । क्लीबपुंसोः पिनाकः स्याच्छूलशङ्करधन्वनोः । तड आघाते । तडाकः ।	
4016	कषिदूषिभ्यामीकन्	kazidUziByAmIkan	ईकन्	Ikan	कषिका पक्षिजातिः । दूषिका नेत्रयोर्मलम् ।	
4017	अनिहृषिभ्याम् किच्च	anihfziByAm kicca	ईकन्	Ikan	अनीकम् । हृषीकम् ।	
4018	चङ्कणः कङ्कणश्च	caNkaRaH kaNkaRaSca	ईकन्	Ikan	कण शब्दे । अस्माद्यङ्लुगन्तादीकन् धातोः कङ्कणादेशश्च । घन्टिकायां कङ्कणीका सैव प्रतिसरापि च ।	
4019	शॄपॄवृञां द्वेरुक् चाभ्यासश्च	SFpFvfYAM dveruk cAByAsaSca	ईकन्	Ikan	शर्करीको हिंस्रः । पर्परीको दिवाकरः । वर्वरीकः कुटिलकेशः ।	
4020	पर्फरीकादयश्च	parParIkAdayaSca	ईकन्	Ikan	स्फुर स्फुरणे अस्मादीकन् धातोः पर्फरादेशः । पर्फरीकं किसलयम् । दर्दरीकं वादित्रम् । झर्झरीकं शरीरम् । तित्तिडीको वृषभेदः । << चरेर्नुम् च >> (गणसूत्रम् 199) । चञ्चरीको भ्रमरः । मर्मरीको हीनजनः । कर्करीका गलन्तिका । पुणतेः । पुन्डरीकं वादित्रम् । पुन्डरीको व्याघ्रोऽग्निर्दिग्गजश्च ।	
4021	ईषः किद्ध्रस्वश्च	IzaH kidDrasvaSca	ईकन्	Ikan	इषीका शलाका ।	
4022	ऋजेश्च	fjeSca	ईकन्	Ikan	ऋजिकः उपहतः ।	
4023	सर्तेर्नुम् च	sarternum ca	ईकन्	Ikan	सृणिका लाला ।	
4024	मृडः कीकच्कङ्कणौ	mfqaH kIkackaNkaRO	कीकच्, कङ्कण	kIkac, kaNkaRa	मृडीको मृगः । मृडङ्कणः शिशुः ।	
4025	अलीकादयश्च	alIkAdayaSca	कीकच्	kIkac	कीकजन्ता निपात्यन्ते । अल भूषणादौ । अलीकं मिथ्या । विपूर्वाद्व्यलीकं विप्रियं खेदश्च । वलीकं पटलप्रान्ते इत्यादि ।	
4026	कॄतॄभ्यामीषन्	kFtFByAmIzan	ईषन्	Izan	करीषोऽस्त्री शुष्कगोमये । करीषः तरीता ।	
4027	शॄपॄभ्यां किच्च	SFpFByAM kicca	ईषन्	Izan	शिरीषः । पुरीषम् ।	
4028	अर्जेर्ऋज च	arjerfja ca	ईषन्	Izan	ऋजीषं पिष्टपचनम् ।	
4029	अम्बरीषः	ambarIzaH	ईषन्	Izan	अयं निपात्यते । अबि शब्दे । अम्बरीषः पुमान् भाष्ट्रम् ।	
4030	कॄशॄपॄकटिपटिशौटिभ्य ईरन्	kFSFpFkawipawiSOwiBya Iran	ईरन्	Iran	करीरो वंशाङ्कुरः । शरीरम् । परीरम् । फलम् । कटीरः कन्दरो जघनप्रदेशश्च । पटीरश्चन्दनः कन्टकः कामश्च । शौटीरस्त्यागिवीरयोः ब्राह्म्णादित्वात् ष्यञ् । शौटीर्यम् ।	
4031	वशेः कित्	vaSeH kit	ईरन्	Iran	वशीरम् ।	
4032	कशेर्मुट् च	kaSermuw ca	ईरन्	Iran	काश्मीरो देशः ।	
4033	कृञ उच्च	kfYa ucca	ईरन्	Iran	कुरीरं मैथुनम् ।	
4034	घसेः किश्च	GaseH kiSca	ईरन्	Iran	क्षीरम् ।	
4035	गभीरगम्भीरौ	gaBIragamBIrO	ईरन्	Iran	गभेर्भः पक्षे नुम् च ।	
4036	विषा विहा	vizA vihA	आ	A	स्यतेर्जहातेश्च विपूर्वाभ्यामाप्रत्ययः । विषा बुद्धिः । विहा स्वर्गः । अव्यये इमे ।	
4037	पच एलिमच्	paca elimac	एलिमच्	elimac	पचेलिमो वह्निरव्योः ।	
4038	शीङो धुक्लक्वलञ्वालनः	SINo DuklakvalaYvAlanaH	धुक्, लक्, वलञ्, वालन्	Duk, lak, valaY, vAlan	चत्वारः प्रत्ययाः स्युः । शीधु मद्यम् । शीलं स्वभावः । शैवलः शेवालम् । बाहुलकाद्वस्य पोऽपि । शेवालं शैवलो न स्त्री शेपालो जलनीलिका ।	
4039	मॄकणिभ्यामूकोकणौ	mFkaRiByAmUkokaRO	ऊक, ऊकण्	Uka, UkaR	मरूंको मृगः । काणूकः काकः ।	
4040	वलेरूकः	valerUkaH	ऊक	Uka	वलूकः पक्षी उत्पलमूलं च ।	
4041	उलूकादयश्च	ulUkAdayaSca	ऊक	Uka	वलेः संप्रसारणमूकश्च । उलूकाविन्द्रपेचकौ । वावदूको वक्ता । भल्लूकः । << शमेर्बुक् च>> (गणसूत्र 200) ।  शम्बूको जलशुक्तिः ।	
4042	शलिमन्डिभ्यामूकण्	SalimanqiByAmUkaR	ऊकण्	UkaR	शालूकं कन्दविशेषः । मण्डूकः ।	
4043	नियो मिः	niyo miH	मि	mi	नेमिः ।	
4044	अर्तेरूच्च	arterUcca	मि	mi	ऊर्मिः ।	
4045	भुवः कित्	BuvaH kit	मि	mi	भूमिः ।	
4046	अश्नोते रश् च	aSnote raS ca	मि	mi	रश्मिः किरणो रज्जुश्च ।	
4047	दल्मिः	dalmiH	मि	mi	दल विशरणे । दल्मिरिन्द्रायुधम् ।	
4048	वीज्याज्यरिभ्यो निः	vIjyAjyariByo niH	नि	ni	बाहुलकाण्णत्वम् । वेणिः स्यात्केशविन्यासः प्रवेणी च स्त्रियामुभे । ज्यानिः । जूर्णिः ।	
4049	सृवृषिभ्यां कित्	sfvfziByAM kit	नि	ni	सृणिरङ्कुशः । वृष्णिः क्षत्रियमेषयोः ।	
4050	अङ्गेर्नलोपश्च	aNgernalopaSca	नि	ni	अग्निः ।	
4051	वहिश्रिश्रुयुद्रुग्लाहात्वरिभ्यो नित्	vahiSriSruyudruglAhAtvariByo nit	नि	ni	वह्निः । श्रेणिः । श्रोणिः । योनिः । द्रोणिः । ग्लानिः । हानिः । तूर्णिः । बाहुलकान्म्लानिः ।	
4052	घृणिपृश्निपार्ष्णिचूर्णिभूर्णि	GfRipfSnipArzRicUrRiBUrRi	नि	ni	एते पञ्च निपात्यन्ते । घृणिः किरणः । स्पृशतेः सलोपः पृश्निरल्पशरीरः । पृषेर्वृद्धिश्च । पार्ष्णिः पादतलम् । चरेरुपधाया उत्वम् । चूर्णिः कपर्दकशतम् । बिभर्तेरुत्वम् । भूर्णिर्धरणी ।	
4053	वृदृभ्यां विन्	vfdfByAM vin	विन्	vin	वर्विर्घस्मरः । दर्विः ।	
4054	जॄशॄस्तॄजागृभ्यः क्विन्	jFSFstFjAgfByaH kvin	क्विन्	kvin	जीर्विः पर्शुः । शीर्विर्हिंस्रः । स्तीर्विरध्वर्युः । जागृविर्नृपः ।	
4055	दिवो द्वे दीर्घश्चाभ्यासस्य	divo dve dIrGaScAByAsasya	क्विन्	kvin	दीदिविः स्वर्गमोक्षयोः ।	
4056	कृविघृष्विछविस्थविकिकीदिवि	kfviGfzviCavisTavikikIdivi	क्विन्	kvin	कृविस्तन्तुवायद्रव्यम् । घृष्विर्वराहः । छास्थोर्ह्रस्वत्वं च । छविर्दीप्तिः । स्थविस्तन्तुवायः । दीव्यतेः किकीपूर्वात् किकीदिविश्चाषः । बाहुलकाद्ध्रस्वदीर्घयोर्विनिमयः । चाषेण किकीदीविना ।	
4057	पातेर्डतिः	pAterqatiH	डति	qati	पतिः ।	
4058	शकेर्ऋतिन्	Sakerftin	ऋतिन्	ftin	शकृत् ।	
4059	अमेरतिः	ameratiH	अति	ati	अमतिः कालः ।	
